Initializing Parameters Merge
Initializing Parameters Split
Reading train dataset for 1 scales
Reading train dataset for 2 scales
Reading train dataset for 3 scales
Reading test dataset for 5 scales
TRAINING --> | Epoch 0 | Iter 0 / 8192 | Loss 85.96346282958984 | Accuracy Train 0.0 | Elapsed 1.333191156387329 | dynamic True | Learning Rate 0.001
TRAINING --> | Epoch 23 | Iter 5120 / 8192 | Loss 0.18997535109519958 | Accuracy Train 0.859375 | Elapsed 0.9010224342346191 | dynamic True | Learning Rate 4.1666666666666665e-05
TRAINING --> | Epoch 23 | Iter 5248 / 8192 | Loss 0.18294548988342285 | Accuracy Train 0.9453125 | Elapsed 0.9007396697998047 | dynamic True | Learning Rate 4.1666666666666665e-05
TRAINING --> | Epoch 23 | Iter 5376 / 8192 | Loss 0.17523716390132904 | Accuracy Train 0.9296875 | Elapsed 0.9056706428527832 | dynamic True | Learning Rate 4.1666666666666665e-05
TRAINING --> | Epoch 23 | Iter 5504 / 8192 | Loss 0.15765701234340668 | Accuracy Train 0.921875 | Elapsed 0.9026095867156982 | dynamic True | Learning Rate 4.1666666666666665e-05
TRAINING --> | Epoch 23 | Iter 5632 / 8192 | Loss 0.2443142533302307 | Accuracy Train 0.8671875 | Elapsed 0.921980619430542 | dynamic True | Learning Rate 4.1666666666666665e-05
TRAINING --> | Epoch 23 | Iter 5760 / 8192 | Loss 0.1295730471611023 | Accuracy Train 0.9375 | Elapsed 0.9135944843292236 | dynamic True | Learning Rate 4.1666666666666665e-05
TRAINING --> | Epoch 23 | Iter 5888 / 8192 | Loss 0.227441668510437 | Accuracy Train 0.9453125 | Elapsed 0.9043943881988525 | dynamic True | Learning Rate 4.1666666666666665e-05
TRAINING --> | Epoch 23 | Iter 6016 / 8192 | Loss 0.2548224925994873 | Accuracy Train 0.9140625 | Elapsed 0.9110422134399414 | dynamic True | Learning Rate 4.1666666666666665e-05
TRAINING --> | Epoch 23 | Iter 6144 / 8192 | Loss 0.19806364178657532 | Accuracy Train 0.9375 | Elapsed 0.9048843383789062 | dynamic True | Learning Rate 4.1666666666666665e-05
TRAINING --> | Epoch 23 | Iter 6272 / 8192 | Loss 0.1506979763507843 | Accuracy Train 0.921875 | Elapsed 0.9086160659790039 | dynamic True | Learning Rate 4.1666666666666665e-05
TRAINING --> | Epoch 23 | Iter 6400 / 8192 | Loss 0.15359674394130707 | Accuracy Train 0.90625 | Elapsed 0.9016718864440918 | dynamic True | Learning Rate 4.1666666666666665e-05
TRAINING --> | Epoch 23 | Iter 6528 / 8192 | Loss 0.16026431322097778 | Accuracy Train 0.9296875 | Elapsed 0.904411792755127 | dynamic True | Learning Rate 4.1666666666666665e-05
TRAINING --> | Epoch 23 | Iter 6656 / 8192 | Loss 0.23247697949409485 | Accuracy Train 0.875 | Elapsed 0.920771598815918 | dynamic True | Learning Rate 4.1666666666666665e-05
TRAINING --> | Epoch 23 | Iter 6784 / 8192 | Loss 0.19081205129623413 | Accuracy Train 0.8828125 | Elapsed 0.9023997783660889 | dynamic True | Learning Rate 4.1666666666666665e-05
TRAINING --> | Epoch 23 | Iter 6912 / 8192 | Loss 0.22916242480278015 | Accuracy Train 0.90625 | Elapsed 0.9093067646026611 | dynamic True | Learning Rate 4.1666666666666665e-05
TRAINING --> | Epoch 23 | Iter 7040 / 8192 | Loss 0.12203862518072128 | Accuracy Train 0.9296875 | Elapsed 0.937946081161499 | dynamic True | Learning Rate 4.1666666666666665e-05
TRAINING --> | Epoch 23 | Iter 7168 / 8192 | Loss 0.16943460702896118 | Accuracy Train 0.9375 | Elapsed 0.9071042537689209 | dynamic True | Learning Rate 4.1666666666666665e-05
TRAINING --> | Epoch 23 | Iter 7296 / 8192 | Loss 0.1751641482114792 | Accuracy Train 0.9375 | Elapsed 0.9103283882141113 | dynamic True | Learning Rate 4.1666666666666665e-05
TRAINING --> | Epoch 23 | Iter 7424 / 8192 | Loss 0.2048409879207611 | Accuracy Train 0.9140625 | Elapsed 0.9055702686309814 | dynamic True | Learning Rate 4.1666666666666665e-05
TRAINING --> | Epoch 23 | Iter 7552 / 8192 | Loss 0.17009574174880981 | Accuracy Train 0.9296875 | Elapsed 0.906959056854248 | dynamic True | Learning Rate 4.1666666666666665e-05
TRAINING --> | Epoch 23 | Iter 7680 / 8192 | Loss 0.18814635276794434 | Accuracy Train 0.890625 | Elapsed 0.9346492290496826 | dynamic True | Learning Rate 4.1666666666666665e-05
TRAINING --> | Epoch 23 | Iter 7808 / 8192 | Loss 0.20543545484542847 | Accuracy Train 0.8828125 | Elapsed 0.9055869579315186 | dynamic True | Learning Rate 4.1666666666666665e-05
TRAINING --> | Epoch 23 | Iter 7936 / 8192 | Loss 0.18735210597515106 | Accuracy Train 0.921875 | Elapsed 0.9073407649993896 | dynamic True | Learning Rate 4.1666666666666665e-05
TRAINING --> | Epoch 23 | Iter 8064 / 8192 | Loss 0.14321517944335938 | Accuracy Train 0.90625 | Elapsed 0.9038407802581787 | dynamic True | Learning Rate 4.1666666666666665e-05
Saving model parameters
TRAINING --> | Epoch 24 | Iter 0 / 8192 | Loss 0.19463644921779633 | Accuracy Train 0.90625 | Elapsed 0.904165506362915 | dynamic True | Learning Rate 4e-05
TRAINING --> | Epoch 24 | Iter 128 / 8192 | Loss 0.18408571183681488 | Accuracy Train 0.8984375 | Elapsed 0.9269886016845703 | dynamic True | Learning Rate 4e-05
TRAINING --> | Epoch 24 | Iter 256 / 8192 | Loss 0.15784244239330292 | Accuracy Train 0.9375 | Elapsed 0.9030389785766602 | dynamic True | Learning Rate 4e-05
TRAINING --> | Epoch 24 | Iter 384 / 8192 | Loss 0.20308975875377655 | Accuracy Train 0.9375 | Elapsed 0.9280173778533936 | dynamic True | Learning Rate 4e-05
TRAINING --> | Epoch 24 | Iter 512 / 8192 | Loss 0.18206164240837097 | Accuracy Train 0.921875 | Elapsed 0.9046411514282227 | dynamic True | Learning Rate 4e-05
TRAINING --> | Epoch 24 | Iter 640 / 8192 | Loss 0.18927890062332153 | Accuracy Train 0.953125 | Elapsed 0.9389369487762451 | dynamic True | Learning Rate 4e-05
TRAINING --> | Epoch 24 | Iter 768 / 8192 | Loss 0.19341549277305603 | Accuracy Train 0.9296875 | Elapsed 0.9059848785400391 | dynamic True | Learning Rate 4e-05
TRAINING --> | Epoch 24 | Iter 896 / 8192 | Loss 0.1418556123971939 | Accuracy Train 0.90625 | Elapsed 0.9096825122833252 | dynamic True | Learning Rate 4e-05
TRAINING --> | Epoch 24 | Iter 1024 / 8192 | Loss 0.2688681483268738 | Accuracy Train 0.9296875 | Elapsed 0.9078323841094971 | dynamic True | Learning Rate 4e-05
TRAINING --> | Epoch 24 | Iter 1152 / 8192 | Loss 0.16625960171222687 | Accuracy Train 0.8828125 | Elapsed 0.9094586372375488 | dynamic True | Learning Rate 4e-05
TRAINING --> | Epoch 24 | Iter 1280 / 8192 | Loss 0.17651617527008057 | Accuracy Train 0.9296875 | Elapsed 0.9099624156951904 | dynamic True | Learning Rate 4e-05
TRAINING --> | Epoch 24 | Iter 1408 / 8192 | Loss 0.15177489817142487 | Accuracy Train 0.8828125 | Elapsed 0.9029335975646973 | dynamic True | Learning Rate 4e-05
TRAINING --> | Epoch 24 | Iter 1536 / 8192 | Loss 0.15114420652389526 | Accuracy Train 0.96875 | Elapsed 0.9068877696990967 | dynamic True | Learning Rate 4e-05
TRAINING --> | Epoch 24 | Iter 1664 / 8192 | Loss 0.15793094038963318 | Accuracy Train 0.9296875 | Elapsed 0.9040484428405762 | dynamic True | Learning Rate 4e-05
TRAINING --> | Epoch 24 | Iter 1792 / 8192 | Loss 0.20619408786296844 | Accuracy Train 0.859375 | Elapsed 0.9397084712982178 | dynamic True | Learning Rate 4e-05
TRAINING --> | Epoch 24 | Iter 1920 / 8192 | Loss 0.13868768513202667 | Accuracy Train 0.9609375 | Elapsed 0.9025931358337402 | dynamic True | Learning Rate 4e-05
TRAINING --> | Epoch 24 | Iter 2048 / 8192 | Loss 0.18372130393981934 | Accuracy Train 0.953125 | Elapsed 0.9178025722503662 | dynamic True | Learning Rate 4e-05
TRAINING --> | Epoch 24 | Iter 2176 / 8192 | Loss 0.13821303844451904 | Accuracy Train 0.9296875 | Elapsed 0.9033994674682617 | dynamic True | Learning Rate 4e-05
TRAINING --> | Epoch 24 | Iter 2304 / 8192 | Loss 0.19188939034938812 | Accuracy Train 0.90625 | Elapsed 0.9260437488555908 | dynamic True | Learning Rate 4e-05
TRAINING --> | Epoch 24 | Iter 2432 / 8192 | Loss 0.1908424347639084 | Accuracy Train 0.9140625 | Elapsed 0.9053609371185303 | dynamic True | Learning Rate 4e-05
TRAINING --> | Epoch 24 | Iter 2560 / 8192 | Loss 0.15384313464164734 | Accuracy Train 0.9296875 | Elapsed 0.9369015693664551 | dynamic True | Learning Rate 4e-05
TRAINING --> | Epoch 24 | Iter 2688 / 8192 | Loss 0.15003830194473267 | Accuracy Train 0.9296875 | Elapsed 0.9065535068511963 | dynamic True | Learning Rate 4e-05
TRAINING --> | Epoch 24 | Iter 2816 / 8192 | Loss 0.2825295627117157 | Accuracy Train 0.890625 | Elapsed 0.9085509777069092 | dynamic True | Learning Rate 4e-05
TRAINING --> | Epoch 24 | Iter 2944 / 8192 | Loss 0.22740647196769714 | Accuracy Train 0.9375 | Elapsed 0.907252311706543 | dynamic True | Learning Rate 4e-05
TRAINING --> | Epoch 24 | Iter 3072 / 8192 | Loss 0.24608191847801208 | Accuracy Train 0.8671875 | Elapsed 0.9287154674530029 | dynamic True | Learning Rate 4e-05
TRAINING --> | Epoch 24 | Iter 3200 / 8192 | Loss 0.1387651413679123 | Accuracy Train 0.9296875 | Elapsed 0.9009735584259033 | dynamic True | Learning Rate 4e-05
TRAINING --> | Epoch 24 | Iter 3328 / 8192 | Loss 0.27059170603752136 | Accuracy Train 0.8984375 | Elapsed 0.9036388397216797 | dynamic True | Learning Rate 4e-05
TRAINING --> | Epoch 24 | Iter 3456 / 8192 | Loss 0.20149604976177216 | Accuracy Train 0.90625 | Elapsed 0.9091639518737793 | dynamic True | Learning Rate 4e-05
TRAINING --> | Epoch 24 | Iter 3584 / 8192 | Loss 0.2152251899242401 | Accuracy Train 0.890625 | Elapsed 0.9072449207305908 | dynamic True | Learning Rate 4e-05
TRAINING --> | Epoch 24 | Iter 3712 / 8192 | Loss 0.19681382179260254 | Accuracy Train 0.8828125 | Elapsed 0.948906660079956 | dynamic True | Learning Rate 4e-05
TRAINING --> | Epoch 24 | Iter 3840 / 8192 | Loss 0.1992778480052948 | Accuracy Train 0.859375 | Elapsed 0.9076371192932129 | dynamic True | Learning Rate 4e-05
TRAINING --> | Epoch 24 | Iter 3968 / 8192 | Loss 0.297821581363678 | Accuracy Train 0.875 | Elapsed 0.9051239490509033 | dynamic True | Learning Rate 4e-05
TRAINING --> | Epoch 24 | Iter 4096 / 8192 | Loss 0.2153162807226181 | Accuracy Train 0.9140625 | Elapsed 0.9068694114685059 | dynamic True | Learning Rate 4e-05
TRAINING --> | Epoch 24 | Iter 4224 / 8192 | Loss 0.2178683578968048 | Accuracy Train 0.921875 | Elapsed 0.911139965057373 | dynamic True | Learning Rate 4e-05
TRAINING --> | Epoch 24 | Iter 4352 / 8192 | Loss 0.15959566831588745 | Accuracy Train 0.921875 | Elapsed 0.9338624477386475 | dynamic True | Learning Rate 4e-05
TRAINING --> | Epoch 24 | Iter 4480 / 8192 | Loss 0.17113372683525085 | Accuracy Train 0.9140625 | Elapsed 0.9140446186065674 | dynamic True | Learning Rate 4e-05
TRAINING --> | Epoch 24 | Iter 4608 / 8192 | Loss 0.1264868825674057 | Accuracy Train 0.90625 | Elapsed 0.9060630798339844 | dynamic True | Learning Rate 4e-05
TRAINING --> | Epoch 24 | Iter 4736 / 8192 | Loss 0.20249366760253906 | Accuracy Train 0.8984375 | Elapsed 0.9262654781341553 | dynamic True | Learning Rate 4e-05
TRAINING --> | Epoch 24 | Iter 4864 / 8192 | Loss 0.22176222503185272 | Accuracy Train 0.859375 | Elapsed 0.90234375 | dynamic True | Learning Rate 4e-05
TRAINING --> | Epoch 24 | Iter 4992 / 8192 | Loss 0.1851380318403244 | Accuracy Train 0.921875 | Elapsed 0.9069869518280029 | dynamic True | Learning Rate 4e-05
TRAINING --> | Epoch 24 | Iter 5120 / 8192 | Loss 0.17724081873893738 | Accuracy Train 0.8828125 | Elapsed 0.9026551246643066 | dynamic True | Learning Rate 4e-05
TRAINING --> | Epoch 24 | Iter 5248 / 8192 | Loss 0.1761467456817627 | Accuracy Train 0.921875 | Elapsed 0.9057657718658447 | dynamic True | Learning Rate 4e-05
TRAINING --> | Epoch 24 | Iter 5376 / 8192 | Loss 0.16754150390625 | Accuracy Train 0.9375 | Elapsed 0.9041075706481934 | dynamic True | Learning Rate 4e-05
TRAINING --> | Epoch 24 | Iter 5504 / 8192 | Loss 0.15804067254066467 | Accuracy Train 0.921875 | Elapsed 0.9049406051635742 | dynamic True | Learning Rate 4e-05
TRAINING --> | Epoch 24 | Iter 5632 / 8192 | Loss 0.2672002911567688 | Accuracy Train 0.859375 | Elapsed 0.9268183708190918 | dynamic True | Learning Rate 4e-05
TRAINING --> | Epoch 24 | Iter 5760 / 8192 | Loss 0.11336924135684967 | Accuracy Train 0.9453125 | Elapsed 0.9063923358917236 | dynamic True | Learning Rate 4e-05
TRAINING --> | Epoch 24 | Iter 5888 / 8192 | Loss 0.19514375925064087 | Accuracy Train 0.921875 | Elapsed 0.911919355392456 | dynamic True | Learning Rate 4e-05
TRAINING --> | Epoch 24 | Iter 6016 / 8192 | Loss 0.258971631526947 | Accuracy Train 0.875 | Elapsed 0.9065327644348145 | dynamic True | Learning Rate 4e-05
TRAINING --> | Epoch 24 | Iter 6144 / 8192 | Loss 0.2014550268650055 | Accuracy Train 0.9140625 | Elapsed 0.9121425151824951 | dynamic True | Learning Rate 4e-05
TRAINING --> | Epoch 24 | Iter 6272 / 8192 | Loss 0.1472916603088379 | Accuracy Train 0.953125 | Elapsed 0.9061901569366455 | dynamic True | Learning Rate 4e-05
TRAINING --> | Epoch 24 | Iter 6400 / 8192 | Loss 0.12326258420944214 | Accuracy Train 0.9375 | Elapsed 0.9092319011688232 | dynamic True | Learning Rate 4e-05
TRAINING --> | Epoch 24 | Iter 6528 / 8192 | Loss 0.16554787755012512 | Accuracy Train 0.9453125 | Elapsed 0.903160810470581 | dynamic True | Learning Rate 4e-05
TRAINING --> | Epoch 24 | Iter 6656 / 8192 | Loss 0.2308053970336914 | Accuracy Train 0.8828125 | Elapsed 0.9052720069885254 | dynamic True | Learning Rate 4e-05
TRAINING --> | Epoch 24 | Iter 6784 / 8192 | Loss 0.15685179829597473 | Accuracy Train 0.890625 | Elapsed 0.9017996788024902 | dynamic True | Learning Rate 4e-05
TRAINING --> | Epoch 24 | Iter 6912 / 8192 | Loss 0.17791685461997986 | Accuracy Train 0.921875 | Elapsed 0.9079177379608154 | dynamic True | Learning Rate 4e-05
TRAINING --> | Epoch 24 | Iter 7040 / 8192 | Loss 0.15439613163471222 | Accuracy Train 0.90625 | Elapsed 0.9335248470306396 | dynamic True | Learning Rate 4e-05
TRAINING --> | Epoch 24 | Iter 7168 / 8192 | Loss 0.1750258058309555 | Accuracy Train 0.9375 | Elapsed 0.908318281173706 | dynamic True | Learning Rate 4e-05
TRAINING --> | Epoch 24 | Iter 7296 / 8192 | Loss 0.1579868048429489 | Accuracy Train 0.953125 | Elapsed 0.9291212558746338 | dynamic True | Learning Rate 4e-05
TRAINING --> | Epoch 24 | Iter 7424 / 8192 | Loss 0.20313072204589844 | Accuracy Train 0.8984375 | Elapsed 0.90926194190979 | dynamic True | Learning Rate 4e-05
TRAINING --> | Epoch 24 | Iter 7552 / 8192 | Loss 0.1637648195028305 | Accuracy Train 0.921875 | Elapsed 0.9059627056121826 | dynamic True | Learning Rate 4e-05
TRAINING --> | Epoch 24 | Iter 7680 / 8192 | Loss 0.17874673008918762 | Accuracy Train 0.8984375 | Elapsed 0.9322090148925781 | dynamic True | Learning Rate 4e-05
TRAINING --> | Epoch 24 | Iter 7808 / 8192 | Loss 0.18936145305633545 | Accuracy Train 0.9296875 | Elapsed 0.9134411811828613 | dynamic True | Learning Rate 4e-05
TRAINING --> | Epoch 24 | Iter 7936 / 8192 | Loss 0.19249296188354492 | Accuracy Train 0.8984375 | Elapsed 0.9061775207519531 | dynamic True | Learning Rate 4e-05
TRAINING --> | Epoch 24 | Iter 8064 / 8192 | Loss 0.1567680984735489 | Accuracy Train 0.90625 | Elapsed 0.952185869216919 | dynamic True | Learning Rate 4e-05
Saving model parameters
TRAINING --> | Epoch 25 | Iter 0 / 8192 | Loss 0.2256758064031601 | Accuracy Train 0.8828125 | Elapsed 0.9218349456787109 | dynamic True | Learning Rate 3.846153846153846e-05
TRAINING --> | Epoch 25 | Iter 128 / 8192 | Loss 0.17404556274414062 | Accuracy Train 0.90625 | Elapsed 0.9014194011688232 | dynamic True | Learning Rate 3.846153846153846e-05
TRAINING --> | Epoch 25 | Iter 256 / 8192 | Loss 0.15692484378814697 | Accuracy Train 0.921875 | Elapsed 0.9425716400146484 | dynamic True | Learning Rate 3.846153846153846e-05
TRAINING --> | Epoch 25 | Iter 384 / 8192 | Loss 0.23832719027996063 | Accuracy Train 0.921875 | Elapsed 0.9021942615509033 | dynamic True | Learning Rate 3.846153846153846e-05
TRAINING --> | Epoch 25 | Iter 512 / 8192 | Loss 0.20781481266021729 | Accuracy Train 0.8828125 | Elapsed 0.9195113182067871 | dynamic True | Learning Rate 3.846153846153846e-05
TRAINING --> | Epoch 25 | Iter 640 / 8192 | Loss 0.1400291919708252 | Accuracy Train 0.9375 | Elapsed 0.9038498401641846 | dynamic True | Learning Rate 3.846153846153846e-05
TRAINING --> | Epoch 25 | Iter 768 / 8192 | Loss 0.21650943160057068 | Accuracy Train 0.953125 | Elapsed 0.9466748237609863 | dynamic True | Learning Rate 3.846153846153846e-05
TRAINING --> | Epoch 25 | Iter 896 / 8192 | Loss 0.15019097924232483 | Accuracy Train 0.90625 | Elapsed 0.9066102504730225 | dynamic True | Learning Rate 3.846153846153846e-05
TRAINING --> | Epoch 25 | Iter 1024 / 8192 | Loss 0.24664601683616638 | Accuracy Train 0.9296875 | Elapsed 0.9103593826293945 | dynamic True | Learning Rate 3.846153846153846e-05
TRAINING --> | Epoch 25 | Iter 1152 / 8192 | Loss 0.1887052357196808 | Accuracy Train 0.8828125 | Elapsed 0.9148833751678467 | dynamic True | Learning Rate 3.846153846153846e-05
TRAINING --> | Epoch 25 | Iter 1280 / 8192 | Loss 0.17794018983840942 | Accuracy Train 0.921875 | Elapsed 0.9057426452636719 | dynamic True | Learning Rate 3.846153846153846e-05
TRAINING --> | Epoch 25 | Iter 1408 / 8192 | Loss 0.14969876408576965 | Accuracy Train 0.8984375 | Elapsed 0.9672160148620605 | dynamic True | Learning Rate 3.846153846153846e-05
TRAINING --> | Epoch 25 | Iter 1536 / 8192 | Loss 0.1369200199842453 | Accuracy Train 0.9765625 | Elapsed 0.9059038162231445 | dynamic True | Learning Rate 3.846153846153846e-05
TRAINING --> | Epoch 25 | Iter 1664 / 8192 | Loss 0.1714857816696167 | Accuracy Train 0.9140625 | Elapsed 0.9114406108856201 | dynamic True | Learning Rate 3.846153846153846e-05
TRAINING --> | Epoch 25 | Iter 1792 / 8192 | Loss 0.21135938167572021 | Accuracy Train 0.859375 | Elapsed 0.9010300636291504 | dynamic True | Learning Rate 3.846153846153846e-05
TRAINING --> | Epoch 25 | Iter 1920 / 8192 | Loss 0.1356668472290039 | Accuracy Train 0.953125 | Elapsed 0.9051995277404785 | dynamic True | Learning Rate 3.846153846153846e-05
TRAINING --> | Epoch 25 | Iter 2048 / 8192 | Loss 0.14411520957946777 | Accuracy Train 0.9453125 | Elapsed 0.9041709899902344 | dynamic True | Learning Rate 3.846153846153846e-05
TRAINING --> | Epoch 25 | Iter 2176 / 8192 | Loss 0.13759168982505798 | Accuracy Train 0.9375 | Elapsed 0.9067714214324951 | dynamic True | Learning Rate 3.846153846153846e-05
TRAINING --> | Epoch 25 | Iter 2304 / 8192 | Loss 0.18101362884044647 | Accuracy Train 0.921875 | Elapsed 0.9225859642028809 | dynamic True | Learning Rate 3.846153846153846e-05
TRAINING --> | Epoch 25 | Iter 2432 / 8192 | Loss 0.18775674700737 | Accuracy Train 0.9375 | Elapsed 0.9075744152069092 | dynamic True | Learning Rate 3.846153846153846e-05
TRAINING --> | Epoch 25 | Iter 2560 / 8192 | Loss 0.16280968487262726 | Accuracy Train 0.921875 | Elapsed 0.9236390590667725 | dynamic True | Learning Rate 3.846153846153846e-05
TRAINING --> | Epoch 25 | Iter 2688 / 8192 | Loss 0.15054118633270264 | Accuracy Train 0.9296875 | Elapsed 0.9085147380828857 | dynamic True | Learning Rate 3.846153846153846e-05
TRAINING --> | Epoch 25 | Iter 2816 / 8192 | Loss 0.251895010471344 | Accuracy Train 0.90625 | Elapsed 0.9058859348297119 | dynamic True | Learning Rate 3.846153846153846e-05
TRAINING --> | Epoch 25 | Iter 2944 / 8192 | Loss 0.20370471477508545 | Accuracy Train 0.9296875 | Elapsed 0.9090685844421387 | dynamic True | Learning Rate 3.846153846153846e-05
TRAINING --> | Epoch 25 | Iter 3072 / 8192 | Loss 0.18856388330459595 | Accuracy Train 0.90625 | Elapsed 0.905968427658081 | dynamic True | Learning Rate 3.846153846153846e-05
TRAINING --> | Epoch 25 | Iter 3200 / 8192 | Loss 0.15167176723480225 | Accuracy Train 0.921875 | Elapsed 0.909724235534668 | dynamic True | Learning Rate 3.846153846153846e-05
TRAINING --> | Epoch 25 | Iter 3328 / 8192 | Loss 0.2406013458967209 | Accuracy Train 0.9140625 | Elapsed 0.9518074989318848 | dynamic True | Learning Rate 3.846153846153846e-05
TRAINING --> | Epoch 25 | Iter 3456 / 8192 | Loss 0.1843998283147812 | Accuracy Train 0.890625 | Elapsed 0.9012272357940674 | dynamic True | Learning Rate 3.846153846153846e-05
TRAINING --> | Epoch 25 | Iter 3584 / 8192 | Loss 0.22942090034484863 | Accuracy Train 0.875 | Elapsed 0.9076087474822998 | dynamic True | Learning Rate 3.846153846153846e-05
TRAINING --> | Epoch 25 | Iter 3712 / 8192 | Loss 0.20614980161190033 | Accuracy Train 0.8828125 | Elapsed 0.9385883808135986 | dynamic True | Learning Rate 3.846153846153846e-05
